"is_challenger","match_id","game_length","placement","level","last_round","gold_left","n_legend","avg_unit_level","board_cost","match_avg_unit_level","match_avg_board_cost"
"Challenger","NA1_4772665234",2076,"1","8",37,60,"0",2,49,1.86666666666667,51
"Master/Grandmaster","NA1_4772665234",2076,"3","9",35,2,"1",1.6,48,1.86666666666667,51
"Master/Grandmaster","NA1_4772665234",2076,"2","8",37,1,"0",2,56,1.86666666666667,51
"Master/Grandmaster","NA1_4772885368",2282,"4","8",34,3,"1",2,42,2,42
"Master/Grandmaster","NA1_4773007322",2131,"7","9",28,0,"1",1.77777777777778,39,1.77777777777778,39
"Master/Grandmaster","NA1_4773094983",2278,"1","8",41,2,"0",2,47,2,47
"Master/Grandmaster","NA1_4773377674",2173,"3","8",35,1,"1",2.11111111111111,51,2.11111111111111,51
"Master/Grandmaster","NA1_4773415629",2299,"5","7",33,0,"0",2.42857142857143,41,2.42857142857143,41
"Master/Grandmaster","NA1_4774656339",2326,"7","8",28,11,"0",1.5,38,1.69444444444444,44
"Master/Grandmaster","NA1_4774656339",2326,"2","9",40,2,"1",1.88888888888889,50,1.69444444444444,44
"Master/Grandmaster","NA1_4775662889",2143,"1","8",37,51,"0",2.33333333333333,45,2.33333333333333,45
"Master/Grandmaster","NA1_4775682847",2092,"4","8",34,1,"1",1.88888888888889,57,1.99444444444444,61.5
"Master/Grandmaster","NA1_4775682847",2092,"1","9",37,1,"0",2.1,66,1.99444444444444,61.5
"Master/Grandmaster","NA1_4776410736",2204,"2","9",40,1,"1",2.09090909090909,88,2.09090909090909,88
"Master/Grandmaster","NA1_4776790875",2210,"1","8",40,5,"0",1.77777777777778,50,1.77777777777778,50
"Master/Grandmaster","NA1_4776824689",2246,"1","9",41,5,"1",1.9,62,1.9,62
"Master/Grandmaster","NA1_4777641035",2176,"4","9",33,1,"0",1.8,49,1.68333333333333,45.3333333333333
"Master/Grandmaster","NA1_4777641035",2176,"7","8",24,0,"1",1.375,34,1.68333333333333,45.3333333333333
"Master/Grandmaster","NA1_4777641035",2176,"1","8",37,1,"0",1.875,53,1.68333333333333,45.3333333333333
"Master/Grandmaster","NA1_4777658476",2185,"7","9",26,1,"1",1.5,54,1.75833333333333,48
"Master/Grandmaster","NA1_4777658476",2185,"2","8",37,2,"1",1.875,48,1.75833333333333,48
"Master/Grandmaster","NA1_4777658476",2185,"6","8",30,1,"1",1.9,42,1.75833333333333,48
"Master/Grandmaster","NA1_4778183855",1860,"7","7",27,1,"0",1.55555555555556,40,1.55555555555556,40
"Master/Grandmaster","NA1_4778502789",2105,"3","9",35,0,"1",1.77777777777778,42,1.77777777777778,42
"Master/Grandmaster","NA1_4778506201",1943,"5","8",30,29,"1",1.22222222222222,39,1.65111111111111,48.8
"Master/Grandmaster","NA1_4778506201",1943,"8","8",23,9,"0",1.33333333333333,64,1.65111111111111,48.8
"Master/Grandmaster","NA1_4778506201",1943,"2","7",34,28,"0",2.5,53,1.65111111111111,48.8
"Master/Grandmaster","NA1_4778529911",2146,"4","8",34,1,"0",1.88888888888889,55,1.93452380952381,45.5
"Master/Grandmaster","NA1_4778529911",2146,"8","7",26,12,"1",1.57142857142857,42,1.93452380952381,45.5
"Master/Grandmaster","NA1_4778529911",2146,"1","8",37,3,"1",2.5,40,1.93452380952381,45.5
"Master/Grandmaster","NA1_4778546070",2453,"1","9",42,1,"1",2,54,1.89880952380952,47.2
"Master/Grandmaster","NA1_4778546070",2453,"2","9",42,1,"1",1.88888888888889,65,1.89880952380952,47.2
"Master/Grandmaster","NA1_4778546070",2453,"7","7",28,0,"1",2.28571428571429,34,1.89880952380952,47.2
"Master/Grandmaster","NA1_4778596374",1822,"1","10",31,2,"1",1.63636363636364,75,1.63636363636364,75
"Master/Grandmaster","NA1_4778682027",2273,"2","8",40,0,"0",2.125,57,2.125,57
"Master/Grandmaster","NA1_4778957904",2129,"6","8",27,39,"0",1.625,32,1.8125,38.5
"Master/Grandmaster","NA1_4778957904",2129,"3","8",37,1,"1",2,45,1.8125,38.5
"Master/Grandmaster","NA1_4778992832",2137,"4","7",33,15,"1",1.625,42,1.625,42
"Master/Grandmaster","NA1_4779005942",2078,"4","9",33,1,"1",1.7,50,1.51666666666667,43
"Master/Grandmaster","NA1_4779005942",2078,"7","9",28,5,"1",1.33333333333333,36,1.51666666666667,43
"Master/Grandmaster","NA1_4779372395",2420,"2","9",41,0,"1",2.44444444444444,50,2.06691919191919,47.6
"Master/Grandmaster","NA1_4779372395",2420,"6","8",30,1,"1",1.75,34,2.06691919191919,47.6
"Master/Grandmaster","NA1_4779372395",2420,"1","9",41,9,"1",2.18181818181818,71,2.06691919191919,47.6
"Master/Grandmaster","NA1_4779420214",2118,"4","8",31,1,"0",1.7,56,1.66388888888889,45
"Master/Grandmaster","NA1_4779420214",2118,"7","8",27,0,"0",1.66666666666667,45,1.66388888888889,45
"Master/Grandmaster","NA1_4779420214",2118,"5","8",30,0,"1",1.625,34,1.66388888888889,45
"Master/Grandmaster","NA1_4779448993",2132,"1","8",38,30,"1",2.5,44,2.5,44
"Master/Grandmaster","NA1_4779466994",2114,"7","7",27,12,"0",2,30,1.7037037037037,39.3333333333333
"Master/Grandmaster","NA1_4779466994",2114,"4","8",33,5,"0",1.77777777777778,49,1.7037037037037,39.3333333333333
"Master/Grandmaster","NA1_4779466994",2114,"3","9",34,0,"1",1.33333333333333,39,1.7037037037037,39.3333333333333
"Master/Grandmaster","NA1_4779632127",2187,"4","8",34,2,"1",1.55555555555556,43,1.73611111111111,47.6666666666667
"Master/Grandmaster","NA1_4779632127",2187,"1","8",37,5,"1",1.875,47,1.73611111111111,47.6666666666667
"Master/Grandmaster","NA1_4779632127",2187,"3","8",35,1,"1",1.77777777777778,53,1.73611111111111,47.6666666666667
"Master/Grandmaster","NA1_4779671668",2411,"8","8",26,3,"0",1.75,42,1.83333333333333,39
"Master/Grandmaster","NA1_4779671668",2411,"7","8",31,0,"0",1.5,39,1.83333333333333,39
"Master/Grandmaster","NA1_4779671668",2411,"3","8",37,54,"0",2.25,36,1.83333333333333,39
"Master/Grandmaster","NA1_4779739814",2194,"4","9",33,29,"0",1.72727272727273,68,1.73042929292929,47.5
"Master/Grandmaster","NA1_4779739814",2194,"8","9",27,15,"1",1.77777777777778,40,1.73042929292929,47.5
"Master/Grandmaster","NA1_4779739814",2194,"7","8",27,6,"1",1.75,34,1.73042929292929,47.5
"Master/Grandmaster","NA1_4779844263",2320,"6","8",30,0,"1",1.625,42,1.8125,59
"Master/Grandmaster","NA1_4779844263",2320,"1","9",40,16,"0",2,76,1.8125,59
"Master/Grandmaster","NA1_4780151217",2201,"3","8",34,0,"1",1.88888888888889,55,1.83055555555556,45.6
"Master/Grandmaster","NA1_4780151217",2201,"8","7",20,0,"1",1.5,37,1.83055555555556,45.6
"Master/Grandmaster","NA1_4780151217",2201,"4","9",33,1,"1",1.66666666666667,51,1.83055555555556,45.6
"Master/Grandmaster","NA1_4780260906",1963,"6","8",31,1,"0",1.625,42,1.625,42
"Master/Grandmaster","NA1_4780280941",2162,"2","9",37,3,"1",1.88888888888889,61,1.88888888888889,61
"Master/Grandmaster","NA1_4780331127",2336,"2","8",40,1,"0",1.875,47,1.92847222222222,52.25
"Master/Grandmaster","NA1_4780331127",2336,"5","8",34,0,"0",1.75,52,1.92847222222222,52.25
"Master/Grandmaster","NA1_4780331127",2336,"3","9",37,0,"1",1.88888888888889,46,1.92847222222222,52.25
"Master/Grandmaster","NA1_4780560887",2258,"8","7",27,6,"0",2,37,1.77777777777778,46.6666666666667
"Master/Grandmaster","NA1_4780560887",2258,"5","8",33,1,"0",1.55555555555556,44,1.77777777777778,46.6666666666667
"Master/Grandmaster","NA1_4780560887",2258,"7","8",31,0,"1",1.77777777777778,59,1.77777777777778,46.6666666666667
"Master/Grandmaster","NA1_4780595505",2047,"8","7",26,42,"1",1.625,34,1.64583333333333,47
"Master/Grandmaster","NA1_4780595505",2047,"4","9",33,1,"0",1.66666666666667,60,1.64583333333333,47
"Master/Grandmaster","NA1_4780600292",1985,"1","8",34,38,"1",2.1,75,2.00416666666667,52
"Master/Grandmaster","NA1_4780600292",1985,"4","8",33,0,"0",1.77777777777778,51,2.00416666666667,52
"Master/Grandmaster","NA1_4780600292",1985,"2","7",34,1,"0",1.88888888888889,43,2.00416666666667,52
"Master/Grandmaster","NA1_4780651426",2195,"8","7",28,1,"0",1.55555555555556,49,1.55555555555556,49
"Master/Grandmaster","NA1_4780734635",2265,"8","9",31,1,"0",1.6,59,1.86626984126984,56.8571428571429
"Master/Grandmaster","NA1_4780734635",2265,"4","9",35,8,"0",1.8,87,1.86626984126984,56.8571428571429
"Master/Grandmaster","NA1_4780734635",2265,"6","8",31,21,"1",1.875,39,1.86626984126984,56.8571428571429
"Master/Grandmaster","NA1_4781104492",2390,"8","5",24,0,"1",2.16666666666667,21,1.88762626262626,40.6666666666667
"Master/Grandmaster","NA1_4781104492",2390,"7","8",27,3,"1",1.5,42,1.88762626262626,40.6666666666667
"Master/Grandmaster","NA1_4781104492",2390,"1","9",41,2,"1",1.90909090909091,68,1.88762626262626,40.6666666666667
"Master/Grandmaster","NA1_4781131954",2268,"4","8",33,0,"1",2.125,39,1.88761904761905,46.6
"Master/Grandmaster","NA1_4781131954",2268,"5","8",30,0,"0",1.875,55,1.88761904761905,46.6
"Master/Grandmaster","NA1_4781131954",2268,"1","9",41,2,"0",2.2,66,1.88761904761905,46.6
"Master/Grandmaster","NA1_4781140734",2213,"4","8",34,11,"1",1.875,52,1.71617965367965,50.6666666666667
"Master/Grandmaster","NA1_4781140734",2213,"1","9",40,3,"1",1.8,62,1.71617965367965,50.6666666666667
"Master/Grandmaster","NA1_4781140734",2213,"7","7",28,11,"1",1.85714285714286,38,1.71617965367965,50.6666666666667
"Master/Grandmaster","NA1_4781161265",2048,"8","8",27,2,"0",1.44444444444444,43,1.625,39.6666666666667
"Master/Grandmaster","NA1_4781161265",2048,"7","8",30,62,"0",1.55555555555556,36,1.625,39.6666666666667
"Master/Grandmaster","NA1_4781161265",2048,"4","8",34,12,"0",1.875,40,1.625,39.6666666666667
"Master/Grandmaster","NA1_4781177534",2031,"7","7",30,2,"1",1.85714285714286,41,1.91071428571429,43.6666666666667
"Master/Grandmaster","NA1_4781177534",2031,"3","7",34,33,"0",2.5,52,1.91071428571429,43.6666666666667
"Master/Grandmaster","NA1_4781177534",2031,"8","7",19,3,"0",1.375,38,1.91071428571429,43.6666666666667
"Master/Grandmaster","NA1_4781185695",2435,"6","9",33,2,"0",1.66666666666667,51,1.9781746031746,45
"Master/Grandmaster","NA1_4781185695",2435,"2","8",41,1,"0",2.125,52,1.9781746031746,45
"Master/Grandmaster","NA1_4781185695",2435,"7","7",26,49,"1",2.14285714285714,32,1.9781746031746,45
"Master/Grandmaster","NA1_4781206877",2291,"4","9",34,10,"1",1.44444444444444,42,1.64021164021164,37
"Master/Grandmaster","NA1_4781206877",2291,"2","9",40,0,"0",2.11111111111111,58,1.64021164021164,37
"Master/Grandmaster","NA1_4781206877",2291,"7","7",27,38,"0",1,10,1.64021164021164,37
"Master/Grandmaster","NA1_4781230956",2247,"6","9",28,1,"1",1.27272727272727,56,1.95707070707071,53.75
"Master/Grandmaster","NA1_4781230956",2247,"3","8",38,41,"1",2,43,1.95707070707071,53.75
"Master/Grandmaster","NA1_4781230956",2247,"4","8",30,0,"1",2.11111111111111,69,1.95707070707071,53.75
"Master/Grandmaster","NA1_4781459506",1865,"4","6",28,1,"0",2,26,2,26
"Master/Grandmaster","NA1_4781548449",2123,"2","8",37,0,"0",2,46,1.91666666666667,45.6666666666667
"Master/Grandmaster","NA1_4781548449",2123,"4","8",34,25,"0",1.75,54,1.91666666666667,45.6666666666667
"Master/Grandmaster","NA1_4781548449",2123,"5","8",33,52,"0",2,37,1.91666666666667,45.6666666666667
"Master/Grandmaster","NA1_4781575706",2131,"1","9",37,7,"0",1.9,58,1.78333333333333,53
"Master/Grandmaster","NA1_4781575706",2131,"3","8",35,4,"1",1.66666666666667,48,1.78333333333333,53
"Master/Grandmaster","NA1_4781680480",2236,"3","8",33,3,"0",2.5,40,2.5,40
"Master/Grandmaster","NA1_4781706539",2249,"1","7",38,14,"0",2,34,2,34
"Master/Grandmaster","NA1_4781862124",2433,"2","9",40,1,"1",1.88888888888889,59,1.88888888888889,59
"Master/Grandmaster","NA1_4781988275",2065,"5","8",31,0,"0",1.44444444444444,35,1.87103174603175,35.7142857142857
"Master/Grandmaster","NA1_4781988275",2065,"7","7",26,11,"1",1.85714285714286,29,1.87103174603175,35.7142857142857
"Master/Grandmaster","NA1_4781988275",2065,"2","8",37,0,"1",2.25,42,1.87103174603175,35.7142857142857
"Master/Grandmaster","NA1_4781994565",2273,"7","7",27,19,"0",1.71428571428571,38,1.75515873015873,44.7142857142857
"Master/Grandmaster","NA1_4781994565",2273,"6","7",28,0,"1",1.71428571428571,40,1.75515873015873,44.7142857142857
"Master/Grandmaster","NA1_4781994565",2273,"1","8",41,1,"0",2.11111111111111,61,1.75515873015873,44.7142857142857
"Master/Grandmaster","NA1_4782004675",2137,"2","8",37,0,"1",2,44,1.91666666666667,45.8571428571429
"Master/Grandmaster","NA1_4782004675",2137,"1","8",37,2,"0",2.375,52,1.91666666666667,45.8571428571429
"Master/Grandmaster","NA1_4782004675",2137,"3","8",35,32,"1",2,60,1.91666666666667,45.8571428571429
"Master/Grandmaster","NA1_4782018310",2256,"2","9",41,18,"1",2,66,1.92222222222222,49.4285714285714
"Master/Grandmaster","NA1_4782018310",2256,"7","7",28,0,"1",1.85714285714286,42,1.92222222222222,49.4285714285714
"Master/Grandmaster","NA1_4782018310",2256,"6","8",33,1,"1",1.5,44,1.92222222222222,49.4285714285714
"Master/Grandmaster","NA1_4782183801",2222,"2","8",37,0,"0",2.1,65,1.94888888888889,50.4
"Master/Grandmaster","NA1_4782183801",2222,"8","6",26,0,"0",2.33333333333333,24,1.94888888888889,50.4
"Master/Grandmaster","NA1_4782183801",2222,"3","9",35,0,"1",1.7,62,1.94888888888889,50.4
"Master/Grandmaster","NA1_4782218500",2278,"2","8",40,0,"1",1.90909090909091,67,2.01704545454545,54
"Master/Grandmaster","NA1_4782218500",2278,"3","8",38,5,"1",2.125,41,2.01704545454545,54
"Master/Grandmaster","NA1_4782390083",2250,"6","8",31,0,"0",1.3,42,1.4625,37
"Master/Grandmaster","NA1_4782390083",2250,"1","8",37,54,"0",1.625,32,1.4625,37
"Master/Grandmaster","NA1_4782564056",2137,"8","8",28,2,"0",1.66666666666667,30,1.66666666666667,30
"Master/Grandmaster","NA1_4782710660",2168,"7","8",28,40,"0",1.875,50,1.875,50
"Master/Grandmaster","NA1_4783074488",2186,"3","9",35,0,"1",1.77777777777778,46,1.77777777777778,46
"Master/Grandmaster","NA1_4783138771",2315,"1","9",40,2,"1",2,54,2.05952380952381,44.6666666666667
"Master/Grandmaster","NA1_4783138771",2315,"3","8",37,0,"0",1.75,47,2.05952380952381,44.6666666666667
"Master/Grandmaster","NA1_4783138771",2315,"7","7",26,22,"1",2.42857142857143,33,2.05952380952381,44.6666666666667
"Master/Grandmaster","NA1_4783354178",2227,"4","8",31,3,"0",2,49,2.125,47
"Master/Grandmaster","NA1_4783354178",2227,"3","8",35,1,"0",2.25,45,2.125,47
"Master/Grandmaster","NA1_4783393189",2098,"4","8",33,0,"0",2,63,1.90486111111111,42.75
"Master/Grandmaster","NA1_4783393189",2098,"8","5",23,1,"0",1.8,20,1.90486111111111,42.75
"Master/Grandmaster","NA1_4783393189",2098,"5","8",31,0,"1",1.44444444444444,36,1.90486111111111,42.75
"Master/Grandmaster","NA1_4783432914",2130,"1","8",39,0,"1",2.125,53,2.125,53
"Master/Grandmaster","NA1_4783460117",2118,"8","5",23,0,"1",2.2,18,1.98333333333333,31
"Master/Grandmaster","NA1_4783460117",2118,"6","8",31,0,"0",1.875,33,1.98333333333333,31
"Master/Grandmaster","NA1_4783460117",2118,"2","8",37,1,"0",1.875,42,1.98333333333333,31
"Master/Grandmaster","NA1_4783753637",2109,"8","7",27,0,"1",1.42857142857143,35,1.86003401360544,41.1428571428571
"Challenger","NA1_4783753637",2109,"2","8",37,15,"1",1.77777777777778,48,1.86003401360544,41.1428571428571
"Master/Grandmaster","NA1_4783753637",2109,"7","6",28,1,"0",2,20,1.86003401360544,41.1428571428571
"Master/Grandmaster","NA1_4784228116",2081,"1","9",37,27,"0",2.11111111111111,39,2.11111111111111,39
"Master/Grandmaster","NA1_4784591413",2094,"7","8",27,0,"0",1.875,36,1.9375,55.5
"Master/Grandmaster","NA1_4784591413",2094,"2","8",35,40,"0",2,75,1.9375,55.5
"Master/Grandmaster","NA1_4784600639",2115,"1","8",37,1,"0",2.25,50,1.875,43.5
"Master/Grandmaster","NA1_4784600639",2115,"7","8",28,1,"1",1.5,37,1.875,43.5
"Challenger","NA1_4784615173",2401,"1","9",40,4,"1",2.1,69,2.1,69
"Master/Grandmaster","NA1_4784616582",2466,"4","8",35,1,"1",2.125,50,2.01704545454545,56
"Master/Grandmaster","NA1_4784616582",2466,"2","10",41,0,"0",1.90909090909091,62,2.01704545454545,56
"Master/Grandmaster","NA1_4784635090",2203,"4","6",35,1,"0",2.16666666666667,27,1.90833333333333,22.25
"Master/Grandmaster","NA1_4784635090",2203,"7","5",26,0,"1",1.8,17,1.90833333333333,22.25
"Master/Grandmaster","NA1_4784635090",2203,"6","7",28,0,"0",2,27,1.90833333333333,22.25
"Master/Grandmaster","NA1_4784644292",2223,"7","7",28,3,"1",1.85714285714286,34,1.99107142857143,40.5
"Master/Grandmaster","NA1_4784644292",2223,"3","8",37,1,"1",2.125,47,1.99107142857143,40.5
"Master/Grandmaster","NA1_4784660084",2017,"1","9",34,54,"0",1.66666666666667,78,2.05555555555556,65.5
"Master/Grandmaster","NA1_4784660084",2017,"2","8",34,0,"0",2.44444444444444,53,2.05555555555556,65.5
"Master/Grandmaster","NA1_4784858045",2269,"4","9",35,48,"0",0,0,0,0
"Master/Grandmaster","NA1_4784876841",2375,"2","9",42,2,"0",2.11111111111111,51,2.11111111111111,51
"Master/Grandmaster","NA1_4784911098",2294,"4","7",34,0,"0",2.42857142857143,42,2.27232142857143,44.5
"Master/Grandmaster","NA1_4784911098",2294,"5","7",33,10,"0",2.28571428571429,33,2.27232142857143,44.5
"Master/Grandmaster","NA1_4784911098",2294,"3","8",38,0,"0",2.375,39,2.27232142857143,44.5
"Master/Grandmaster","NA1_4785100427",2295,"8","8",30,3,"1",1.875,49,1.88194444444444,52
"Master/Grandmaster","NA1_4785100427",2295,"2","9",40,0,"1",1.88888888888889,55,1.88194444444444,52
"Master/Grandmaster","NA1_4785808878",2082,"6","8",31,5,"0",1.75,48,1.65277777777778,41.5
"Master/Grandmaster","NA1_4785808878",2082,"5","8",31,0,"0",1.55555555555556,35,1.65277777777778,41.5
"Master/Grandmaster","NA1_4785901273",2226,"5","8",31,0,"0",1.625,46,1.7712962962963,52.6666666666667
"Master/Grandmaster","NA1_4785901273",2226,"3","9",38,0,"0",1.8,60,1.7712962962963,52.6666666666667
"Master/Grandmaster","NA1_4785901273",2226,"2","9",40,1,"0",1.88888888888889,52,1.7712962962963,52.6666666666667
"Master/Grandmaster","NA1_4785965958",2073,"2","8",37,0,"0",1.875,47,1.93981481481481,43.1666666666667
"Master/Grandmaster","NA1_4785965958",2073,"4","8",34,1,"0",1.875,39,1.93981481481481,43.1666666666667
"Master/Grandmaster","NA1_4785965958",2073,"7","8",28,5,"0",1.75,38,1.93981481481481,43.1666666666667
"Master/Grandmaster","NA1_4786043402",2239,"1","9",38,11,"0",2.44444444444444,50,1.91746031746032,53.1428571428571
"Master/Grandmaster","NA1_4786043402",2239,"4","8",34,2,"0",1.875,51,1.91746031746032,53.1428571428571
"Master/Grandmaster","NA1_4786043402",2239,"8","8",31,1,"0",1.75,43,1.91746031746032,53.1428571428571
"Master/Grandmaster","NA1_4786082395",2334,"6","7",27,0,"1",1.875,50,1.78420634920635,41.6
"Master/Grandmaster","NA1_4786082395",2334,"7","8",27,0,"0",1.5,35,1.78420634920635,41.6
"Master/Grandmaster","NA1_4786082395",2334,"5","8",28,1,"0",1.88888888888889,41,1.78420634920635,41.6
"Master/Grandmaster","NA1_4786129148",2083,"5","8",31,0,"1",1.625,42,1.81812169312169,46.1666666666667
"Master/Grandmaster","NA1_4786129148",2083,"2","9",35,0,"0",2,54,1.81812169312169,46.1666666666667
"Master/Grandmaster","NA1_4786129148",2083,"1","8",35,53,"0",2.125,48,1.81812169312169,46.1666666666667
"Master/Grandmaster","NA1_4786481979",2126,"1","9",37,9,"3",2.11111111111111,62,2.11111111111111,62
"Master/Grandmaster","NA1_4786583970",2248,"6","8",28,0,"0",2.22222222222222,35,2.22222222222222,35
"Master/Grandmaster","NA1_4787199920",2336,"4","9",33,0,"1",2.11111111111111,47,2.07037037037037,49.6666666666667
"Master/Grandmaster","NA1_4787199920",2336,"5","8",31,1,"0",1.6,57,2.07037037037037,49.6666666666667
"Master/Grandmaster","NA1_4787199920",2336,"2","8",38,42,"0",2.5,45,2.07037037037037,49.6666666666667
"Master/Grandmaster","NA1_4787505706",2369,"6","8",34,7,"1",1.75,48,1.68166666666667,47
"Master/Grandmaster","NA1_4787505706",2369,"1","9",40,2,"0",1.7,65,1.68166666666667,47
"Master/Grandmaster","NA1_4787505706",2369,"3","8",37,1,"1",2,46,1.68166666666667,47
"Master/Grandmaster","NA1_4787541126",2171,"1","8",37,1,"0",2.375,50,2.03720238095238,39
"Master/Grandmaster","NA1_4787541126",2171,"7","7",28,27,"0",1.85714285714286,36,2.03720238095238,39
"Master/Grandmaster","NA1_4787541126",2171,"4","8",34,0,"1",1.75,44,2.03720238095238,39
"Master/Grandmaster","NA1_4787724090",2003,"5","8",33,1,"0",1.75,41,1.83333333333333,42.6666666666667
"Master/Grandmaster","NA1_4787724090",2003,"1","8",35,59,"0",2.25,48,1.83333333333333,42.6666666666667
"Master/Grandmaster","NA1_4787724090",2003,"4","8",34,0,"0",1.5,39,1.83333333333333,42.6666666666667
"Master/Grandmaster","NA1_4787792432",2234,"8","8",23,22,"1",1.55555555555556,39,1.71283068783069,41.3333333333333
"Master/Grandmaster","NA1_4787792432",2234,"3","9",34,0,"0",1.4,46,1.71283068783069,41.3333333333333
"Master/Grandmaster","NA1_4787792432",2234,"5","8",30,1,"1",1.75,50,1.71283068783069,41.3333333333333
"Master/Grandmaster","NA1_4787887504",2116,"4","8",35,0,"0",1.75,44,1.75,44
"Master/Grandmaster","NA1_4788096012",2080,"8","8",24,3,"1",1.25,32,1.25,32
"Master/Grandmaster","NA1_4788199213",2404,"2","8",41,0,"1",2.125,53,1.875,48.5
"Master/Grandmaster","NA1_4788199213",2404,"7","8",28,1,"0",1.625,44,1.875,48.5
"Master/Grandmaster","NA1_4788756275",2408,"6","7",31,0,"0",2.28571428571429,38,2.01785714285714,40
"Master/Grandmaster","NA1_4788756275",2408,"4","8",37,3,"0",1.75,42,2.01785714285714,40
"Master/Grandmaster","NA1_4788911748",2245,"2","9",40,2,"0",2,66,1.94365079365079,45.4
"Master/Grandmaster","NA1_4788911748",2245,"1","9",40,3,"1",2.11111111111111,52,1.94365079365079,45.4
"Master/Grandmaster","NA1_4788911748",2245,"6","7",28,2,"0",1.85714285714286,33,1.94365079365079,45.4
"Master/Grandmaster","NA1_4788915181",2253,"1","9",40,4,"0",2.22222222222222,54,2.22222222222222,54
"Master/Grandmaster","NA1_4789091857",1968,"2","8",35,0,"0",2.28571428571429,46,2.28571428571429,46
"Master/Grandmaster","NA1_4789127938",2047,"2","9",35,4,"1",2.3,57,1.90833333333333,49.6666666666667
"Master/Grandmaster","NA1_4789127938",2047,"6","8",28,0,"0",1.625,40,1.90833333333333,49.6666666666667
"Master/Grandmaster","NA1_4789127938",2047,"1","9",35,43,"0",1.8,52,1.90833333333333,49.6666666666667
"Master/Grandmaster","NA1_4789302087",2125,"5","8",27,33,"0",1.44444444444444,43,1.44444444444444,43
"Master/Grandmaster","NA1_4789314741",2155,"1","8",37,53,"0",1.875,47,1.60416666666667,43.5
"Master/Grandmaster","NA1_4789314741",2155,"6","8",28,0,"1",1.33333333333333,40,1.60416666666667,43.5
"Master/Grandmaster","NA1_4789579537",1969,"5","8",31,0,"0",1.875,38,1.96428571428571,38
"Master/Grandmaster","NA1_4789579537",1969,"4","8",31,2,"0",1.875,40,1.96428571428571,38
"Master/Grandmaster","NA1_4789579537",1969,"6","7",28,0,"0",2.14285714285714,36,1.96428571428571,38
"Master/Grandmaster","NA1_4789626757",2140,"2","8",35,52,"0",2.25,31,1.7770202020202,47.4
"Master/Grandmaster","NA1_4789626757",2140,"7","10",24,0,"1",1.45454545454545,67,1.7770202020202,47.4
"Master/Grandmaster","NA1_4789626757",2140,"3","8",35,0,"1",1.875,43,1.7770202020202,47.4
"Master/Grandmaster","NA1_4789875412",2162,"1","8",38,1,"0",2.375,56,2.13194444444444,55
"Master/Grandmaster","NA1_4789875412",2162,"2","9",38,1,"1",1.88888888888889,54,2.13194444444444,55
"Master/Grandmaster","NA1_4789905195",2180,"3","9",35,2,"0",1.88888888888889,59,1.81481481481481,49.3333333333333
"Master/Grandmaster","NA1_4789905195",2180,"4","9",34,0,"0",1.88888888888889,51,1.81481481481481,49.3333333333333
"Master/Grandmaster","NA1_4789905195",2180,"5","8",34,2,"0",1.66666666666667,38,1.81481481481481,49.3333333333333
"Master/Grandmaster","NA1_4790144066",2053,"7","7",28,0,"1",1.85714285714286,43,1.86904761904762,42.6666666666667
"Master/Grandmaster","NA1_4790144066",2053,"2","9",34,4,"1",2,42,1.86904761904762,42.6666666666667
"Master/Grandmaster","NA1_4790144066",2053,"3","8",31,9,"1",1.75,43,1.86904761904762,42.6666666666667
"Master/Grandmaster","NA1_4790161034",2250,"2","9",38,5,"0",1.8,57,1.775,50.5
"Master/Grandmaster","NA1_4790161034",2250,"3","8",35,1,"0",1.75,44,1.775,50.5
"Master/Grandmaster","NA1_4790285951",2036,"3","7",37,0,"1",2.28571428571429,39,1.9207671957672,47.1666666666667
"Master/Grandmaster","NA1_4790285951",2036,"2","9",37,1,"0",1.88888888888889,54,1.9207671957672,47.1666666666667
"Master/Grandmaster","NA1_4790285951",2036,"7","8",26,1,"1",1.75,36,1.9207671957672,47.1666666666667
"Master/Grandmaster","NA1_4790395832",2171,"4","8",35,3,"0",2,41,2.2037037037037,49.3333333333333
"Master/Grandmaster","NA1_4790395832",2171,"5","8",34,3,"0",2.5,51,2.2037037037037,49.3333333333333
"Master/Grandmaster","NA1_4790395832",2171,"3","8",35,0,"0",2.11111111111111,56,2.2037037037037,49.3333333333333
"Master/Grandmaster","NA1_4790420281",2113,"6","8",30,0,"0",1.75,46,1.81001984126984,46.75
"Challenger","NA1_4790420281",2113,"5","7",30,12,"0",2,42,1.81001984126984,46.75
"Master/Grandmaster","NA1_4790420281",2113,"2","9",37,1,"0",2,52,1.81001984126984,46.75
"Master/Grandmaster","NA1_4790455186",2185,"4","7",35,14,"0",1.71428571428571,38,1.82375992063492,42.25
"Master/Grandmaster","NA1_4790455186",2185,"3","7",37,4,"0",2.57142857142857,43,1.82375992063492,42.25
"Master/Grandmaster","NA1_4790455186",2185,"5","8",34,1,"0",1.88888888888889,42,1.82375992063492,42.25
"Master/Grandmaster","NA1_4790475969",2270,"8","7",23,1,"0",1.75,47,1.75,47
"Challenger","NA1_4790498928",2262,"7","7",30,0,"0",1.85714285714286,29,2.03794642857143,41.5
"Challenger","NA1_4790498928",2262,"2","7",38,1,"0",2.28571428571429,46,2.03794642857143,41.5
"Challenger","NA1_4790498928",2262,"8","7",28,28,"0",2.28571428571429,39,2.03794642857143,41.5
